"address","categoryName","phone","postalCode","reviewsCount","state","title","website"
"Office No. 503, Signature Business Park, Postal Colony, Chembur, Mumbai, Maharashtra 400071, India","Baby store","+91 91676 84171","400071","9","Maharashtra","Coos N Babbles","https://www.coosnbabbles.com/"
"MEHBOOB E SUBHANI MASJID, 250 BHALEKAR WADI, New Mill Rd, beside MADINA HOTEL, Kurla West, Mumbai, Maharashtra 400070, India","Baby store","+91 78604 04303","400070","454","Maharashtra","Kohinoor Enterprises diaper disposable",
"Plot N40, Road No. 6, Govandi Slums, Rafiq Nagar, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 80700 40821","400043","0","Maharashtra","Store",
"Plot no 54, Pereira House, 6 T.P.S Road, Old Khar, Khar West, Mumbai, Maharashtra 400052, India","Baby clothing store","+91 22 2646 1231","400052","142","Maharashtra","Lala House",
"Ground floor, UG 008, Parekh Road, Malad West, Mumbai, Maharashtra 400064, India","Children's clothing store","+91 98926 46167","400064","3","Maharashtra","Baby Mall",
"340, 1st Hasnabad Ln, Willingdon, Santacruz (West), Mumbai, Maharashtra 400054, India","Baby store","+91 98198 93280","400054","13","Maharashtra","Value Store",
"Shop No 2, Building No 10, Manshanti CHS, Shell Colony Rd, near Bandra Chowk, Sahakar Nagar1, Shell Colony, Sahakar Nagar, Chembur, Mumbai, Maharashtra 400071, India","Cake shop","+91 97735 59857","400071","274","Maharashtra","KIDSS Cake Factory",
"Basant Garden, Chembur, Mumbai, Maharashtra 400071, India","Toy store","+91 81041 25204","400071","3","Maharashtra","Bobtail","http://www.bobtail.in/"
"Shop No.05, Tilaknagar market, opp. Level 6 Gym, opp. Enrich salon, Chembur West, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089, India","Lingerie store","+91 90296 37361","400089","54","Maharashtra","Ambika Store","http://ambikastore.com/"
"Govandi Slums, Gajanand Colony, Lotus Colony, Govandi East, Mumbai, Maharashtra 400043, India","Baby store","+91 63592 42706","400043","0","Maharashtra","Ananya",
"Shop No.5, Ground Floor, Green Acres, off Anurag Building, Panjrapole, Borla, Naka, Chembur, Mumbai, Maharashtra 400088, India","Health food store","+91 87678 01982","400088","73","Maharashtra","Naturally Yours","https://naturallyyours.in/"
"Shop N2, Vidy Bar, Sai Baba Mandir, Plot N21, Rafiq Nagar Rd, Govandi Slums, Rafiq Nagar, Govandi East, Mumbai, Maharashtra 400043, India","Baby store","+91 99872 05226","400043","0","Maharashtra","Rubeena Store",
"Plot No 32, near Tayyeba Masjid, Govandi Slums, Govandi West, Baiganwadi, Govandi East, Mumbai, Maharashtra 400043, India","Baby store","+91 98215 03981","400043","0","Maharashtra","Pari Diaper House",
"shop no 1, Navdurga Apartments, BS Devashi Marg, opp. lakme company, Best Colony, Govandi East, Mumbai, Maharashtra 400088, India","Grocery store","+91 98191 09090","400088","124","Maharashtra","Aayushi Super Shoppy",
"Shop N0 12, Bismillah Masjid, Plot N0 29, C Line, Rafiq Nagar, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 77108 63984",,"0",,"Asif Store",
"Shop No.96, KN Gaikwad Marg, Siddharth Colony, Postal Colony, Chembur, Mumbai, Maharashtra 400071, India","General store","+91 78219 19728","400071","70","Maharashtra","Maya Mart",
"Room No 32, H Block, Sai Baba Masjid, Shop No 12, Rafiq Nagar, Govandi East, Mumbai, Maharashtra 400043, India","Baby store","+91 93244 29069","400043","0","Maharashtra","Lal Babu Store",
"L,2, Plot no 44, Road No. 3, Govandi(W), Govandi West, Raman Mama Nagar, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store",,,"1",,"Baby Dry",
"Shop no. 6, shilalaya shopping center, near Natraj cinema chembur (E, Chembur West, Chembur Gaothan, Chembur, Mumbai, Maharashtra 400071, India","Toy store","+91 83559 84097","400071","47","Maharashtra","Ronak Toys Emporium","https://chat.whatsapp.com/J732AmJlpoEBNBdHPESRCG"
"Part 2, Bab E, Rehmat Masjid, Govandi Rafi Nagar Part 2 Bab E Rehmat Masjid, Mumbai, Maharashtra 400043, India","Baby store","+91 87796 92355","400043","0","Maharashtra","Yahiya Store",
"h line/house, Rd Number 9, near Sunni Jana Masjid, Govandi Slums, Govandi West, Phase II, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 98333 90559","400043","1","Maharashtra","D.C BABY CARE",
"Shop 2, Buddhu Master Chawl, CST Road, next to NASHEMAN HOTEL, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Diaper service","+91 80970 03196","400070","129","Maharashtra","Diaper House",
"Shop no 1, God Colony, Besides, Nehru Nagar, SBI bank, Kanjurmarg East, Mumbai, Maharashtra 400042, India","Baby store","+91 90043 07595","400042","78","Maharashtra","Baby On Board","https://babyonboardtoys.com/"
"Shop no 5, Kanjurmarg Station Rd, MMRDA Colony, Ambedkar Nagar, Kanjurmarg West, Bhandup West, Mumbai, Maharashtra 400078, India","Baby store","+91 77382 42536","400078","0","Maharashtra","Kanjur Diaper House",
"Shop No 12, Ground Floor, Sanghvi Square, Mahatma Gandhi Rd, opp. Bank Of Baroda, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India","Children's store","+91 80802 11086","400086","252","Maharashtra","Kitty Kids Department Store","http://kittykids.catalog.to/"
"Shop No.2, Swami Vivekananda Rd, near McDonalds, CHSL, Jawahar Nagar, Goregaon West, Mumbai, Maharashtra 400104, India","Baby store","+91 93242 12981","400104","13","Maharashtra","Angels Island",
"BLOCK NO-15/1, ANUGRAH ,NETAJI ROAD, WEST, Mulund Colony, Mulund West, Mumbai, Maharashtra 400082, India","Baby clothing store","+91 99878 38990","400082","22","Maharashtra","Thakkar Enterprises","http://nuttybunny.in/"
"Ground floor, Ashirwad Building, Tagore Rd, Navyug Colony, Santacruz (West), Mumbai, Maharashtra 400054, India","School supply store","+91 96190 09600","400054","100","Maharashtra","School Essentials by (Suniti Enterprises) I Best School shoes Supplier dealer in mumbai I best School Essentials supplier","https://schoolessentials.co/"
"211, LOTUS BUSINESS PARK, Ram Baug Road, SV Rd, near Chincholi Naka, Malad West, Mumbai, Maharashtra 400064, India","Baby store","+91 87796 57853","400064","30","Maharashtra","Terra (Terragentle) - Premium Baby Wipes and Baby Products in India","https://www.terragentle.in/"
"Ground floor, Laxmi Business Park, B34, New Link Rd, Laxmi Industrial Estate, Suresh Nagar, Andheri West, Mumbai, Maharashtra 400053, India","Clothing store","+91 22 3521 6215","400053","16","Maharashtra","My Milestones - Brand Store","https://mymilestones.in/"
"7, BMC Colony, Jai Bhim Nagar, Dindoshi, Goregaon, Mumbai, Maharashtra 400065, India","Baby store","+91 97837 93407","400065","0","Maharashtra","Sunil",
"Shop No 5, Bilding DR2, Ram Mandir Rd, Mahatma Jyotiba Phule Nagar, Goregaon, Mumbai, Maharashtra 400104, India","Baby store","+91 98670 23230","400104","0","Maharashtra","M.R.pearfum",
"C-73, Pandit Jawaharlal Nehru Rd, near Make me smile, near Ma, Ramgad Nagar, Vishwakarma Nagar, Mulund West, Mumbai, Maharashtra 400080, India","Baby store","+91 92243 87596","400080","2","Maharashtra","Bharat Gupta",
"4th floor, Ijmima Complex, Shop no, 437/438, behind Infinity Mall, Malad West, Mumbai, Maharashtra 400064, India","Baby store","+91 88501 82834","400064","88","Maharashtra","Props Ka Pitara","https://www.propskapitara.com/"
"Shop No 5, Neelam, Bori Colony, Vijay Nagar Colony West, Marol, Andheri East, Mumbai, Maharashtra 400059, India","Baby store","+91 98679 57509","400059","1","Maharashtra","Arifa Fast Food",
"Ram Mandir, R 12, Ram Mandir Rd, Mahatma Jyotiba Phule Nagar, Jogeshwari West, Mumbai, Maharashtra 400104, India","Baby store","+91 79000 03116","400104","0","Maharashtra","New Lakshmi Store",
"H8, 37, Dindoshi BMC Colony, Gen, General Arun Kumar Vaidya Marg, Goregaon, Mumbai, Maharashtra 400065, India","Supermarket","+91 90040 91607","400065","14","Maharashtra","Modern Baniya Mart",
"Shop No 41, opp. Al baik, near Bismillah Bakery, Squatters Colony, New Collector Compound, Malvani, Malad West, Mumbai, Maharashtra 400095, India","Clothing store","+91 95944 27676","400095","8","Maharashtra","Baby Planet Diaper Hub",
"Shop No 4, Bmc Market, Near, Staion, SV Patel Nagar, Andheri West, Mumbai, Maharashtra 400053, India","Baby store",,,"0",,"Royal daipers",
"SHOP NO.4, Pump House, MUMMAS CHOICE, Jijamata Rd, C-Wing, Hanjer Nagar, CHOWK, Andheri East, Mumbai, Maharashtra 400093, India","Gift shop","+91 93211 13204","400093","1271","Maharashtra","MUMMAS CHOICE BEST GIFT SHOP | HOUSEHOLD PRODUCTS","http://www.mummaschoice.in/"
"No 1, Renuka Mata Mandir, Shop No 122, Bhagat Singh II, Goregaon West, Mumbai, Maharashtra 400104, India","Baby store","+91 81080 67804","400104","0","Maharashtra","DG Imitation Shop",
"Shop No15 Room No H Line Govandi Shivaji Nagar Road No 2 Plot No26, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 77386 37384","400043","0","Maharashtra","Shamshad Store",
"1ST FLOOR, Infiniti Mall, Phase D, Oshiwara, Andheri West, Mumbai, Maharashtra 400053, India","Shopping mall","+91 77382 82421","400053","5","Maharashtra","Max","https://stores.maxfashion.in/max-andheri-west-shopping-centre-andheri-west-mumbai-289933/Home?utm_source=locator&utm_medium=googleplaces"
"Singh Compound, Shop No.8, Navpada Rd, near Nandu Wafer, opp. Ajit Glass Road, Behram Baug, Jogeshwari West, Mumbai, Maharashtra 400102, India","Baby store","+91 90825 32545","400102","0","Maharashtra","Md Wakil",
"Govardhan Giri, Bangur Nagar, Goregaon West, Mumbai, Maharashtra 400104, India","Baby clothing store","+91 90820 64203","400104","2","Maharashtra","Little Lin Store","http://www.littlelin.store/"
"Govandi Slums, Rafiq Nagar, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 97027 01392","400043","0","Maharashtra","MUDSAR SHAIKH",
"Sabale Nagar, Kurla, Mumbai, Maharashtra 400024, India","Baby store","+91 84519 94831","400024","0","Maharashtra","Shree Hari General Store",
"214, Nirman Industrial Estate, New Link Rd, Malad, Ram Nagar, Malad West, Mumbai, Maharashtra 400064, India","Maternity store","+91 70456 47870","400064","98","Maharashtra","MomToBe - Maternity wear and essentials head office","http://www.momtobe.in/"
"Lower Ground Floor, City Mall Phoneix Market, LBS Rd, Sunder Baug Ln, Kurla West, Mumbai, Maharashtra 400070, India","Shopping mall","+91 99870 80907","400070","2222","Maharashtra","Max","https://stores.maxfashion.in/max-kamani-shopping-centre-kamani-mumbai-105521/Home?utm_source=locator&utm_medium=googleplaces"
"Shop No19 S Block Room No57 Road No 5 Plot No29, Govandi Slums, Baiganwadi, Mumbai, Maharashtra 400043, India","Baby store","+91 91367 49906","400043","0","Maharashtra","Ramzan Store",
"25, Shop Kurla Raoad, Ambedkar Nagar, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Baby store","+91 89575 13710","400070","0","Maharashtra","Kuldeep General Shop",
"Shop No 1, Ghatkopar, Mumbai, Maharashtra 400086, India","Baby store","+91 73598 49154","400086","0","Maharashtra","Deepika Patel",
"Chimatpada, Marol Naka, Andheri East, Mumbai, Maharashtra 400059, India","Baby store","+91 95944 98244","400059","0","Maharashtra","Prakash Footwear",
"Roshan PAN Card Ration Shop, Ambedkar Marg, Vidyavihar, Mumbai, Maharashtra 400077, India","Baby store",,,"0",,"Roshan PAN Card Ration Shop",
"Andheri - Ghatkopar Link Rd, Azad Nagar, Asalpha, Mumbai, Maharashtra 400086, India","Baby store",,,"0",,"Mehboob Mashak Patel",
"Kalina Kurla Rd, Kolivery Village, Shastri Nagar, Kalina, Kurla, Mumbai, Maharashtra 400029, India","Baby store","+91 98670 09860","400029","0","Maharashtra","Durjan Tea Shop",
"Govandi Slums, Govandi West, 1wu 2nd, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 98676 73931","400043","0","Maharashtra","MOH SUFIYAN",
"Shop No. 3, Royal Arcade, Building No. 21, Mada Complex Opp. Jal Vayu, MHADA Colony 20, Powai, Mumbai, Maharashtra 400076, India","Supermarket",,"400076","426","Maharashtra","Bhakti Supermarket",
"High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076, India","Baby store",,,"0",,"Rajendra Kirana Store",
"10-A, Orchard Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076, India","Supermarket","+91 22 3340 0500","400076","21474","Maharashtra","DMart Powai","http://www.dmartindia.com/"
"Phase 2, Max Retail Devision, No F 39, 1st Floor, R City Mall, Lal Bahadur Shastri Marg, Mumbai, Maharashtra 400086, India","Shopping mall","+91 73044 15492","400086","3473","Maharashtra","Max","https://stores.maxfashion.in/max-r-city-ghatkopar-shopping-centre-lbs-road-mumbai-105526/Home"
"Main Market, shop no 8 anver ali batliwala chawl, Kalina Kurla Rd, Kalina, Santacruz East, Mumbai, Maharashtra 400098, India","Cell phone store","+91 93228 08999","400098","550","Maharashtra","Soni Collection",
"First Floor, R City Mall, Unit No F, 23 A, Lal Bahadur Shastri Marg, Ghatkopar West, Mumbai, Maharashtra 400086, India","Clothing store","+91 22 6832 7508","400086","519","Maharashtra","Jockey Exclusive Store","https://stores.jockey.in/jockey-exclusive-store-ghatkopar-west-mumbai-37741/home?utm_source=GBP"
"203/204, Airport Rd, opp. Hotel Leela, Navpada, Marol, Andheri East, Mumbai, Maharashtra 400059, India","Equipment rental agency","+91 90049 98998","400059","274","Maharashtra","Bragpacker","http://www.bragpacker.com/"
"Shop No 133, Indira Nagar, Kalina Kurla Rd, opp. Lucky Restaurant, near Air India Colony, Kolivery Village, Kalina, Santacruz East, Mumbai, Maharashtra 400029, India","Furniture store","+91 93210 70478","400029","2","Maharashtra","Nakoda Furniture - Best Furniture Shop in Mumbai","https://wa.me/c/919320526428"
"Sho No. 2, opp. Satellite Glory, Andheri East, Mumbai, Maharashtra 400059, India","Baby store","+91 98198 47935","400059","0","Maharashtra","Ramesh Pan Shop",
"R City Mall, Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India","Department store","+91 79 6972 7779","400086","3849","Maharashtra","Shoppers Stop Ltd - R City Ghatkopar","https://store.shoppersstop.com/shoppers-stop-ltd-r-city-ghatkopar-department-stores-gathkopar-west-mumbai-436079/Home"
"Dynasty Business Park, A 504, Andheri - Kurla Rd, Vijay Nagar Colony, J B Nagar, Andheri East, Mumbai, Maharashtra 400059, India","Child care agency","+91 99675 50801","400059","0","Maharashtra","Safe Baby","http://www.safebaby.in/"
"Plot no. 115, Ground floor Guru Hargovindji Road S B Singh Colony, J.B. Nagar, Chakala, Andheri East, Mumbai, Maharashtra 400059, India","Car accessories store","+91 91672 75191","400059","0","Maharashtra","CAR N STYLE (Car Accessories & Seat Covers Shop)","http://www.carnstyle.in/"
"Ground Floor, Phoenix Marketcity, No G76, Lal Bahadur Shastri Marg, beside Max, Patelwadi.Kurla, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Health and beauty shop","+91 70393 50104","400070","198","Maharashtra","Himalaya Wellness Store - Kurla West, Mumbai","https://storelocator.himalayawellness.in/himalaya-wellness/mumbai/Kurla-West/himalaya-wellness-store-in-Kurla-West-mumbai--3LAcxM/home"
"Shop No2 G, Block Room, N28 Road N4, Govandi Slums, Baiganwadi, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 90821 96158","400043","0","Maharashtra","Mohammad Kamil Khan",
"PHOENIX MARKETCITY, Patelwadi.Kurla, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Home goods store",,,"2","Maharashtra","Haus & Kinder (Pheonix Mall Kurla)",
"Ikra Creation, Govandi Slums, Rafiq Nagar, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 83694 54806","400043","0","Maharashtra","Iqra Creation",
"rahmat masjid, Baba Nagar Rd, Rafiq Nagar, Shivaji Nagar, babe, Mumbai, Maharashtra 400043, India","Baby store","+91 98209 66137","400043","0","Maharashtra","Mohd Nabil Rizwan Shaikh",
"Nand Dham Industrial Estate, F-31, Marol Maroshi Rd, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059, India","Wholesaler","+91 74110 00010","400059","5","Maharashtra","SaSaSa International Private Limited","https://www.sasasa.in/"
"Shop No, Ghatkopar, Mumbai, Maharashtra 400086, India","Baby store","+91 97840 44531","400086","0","Maharashtra","Madhavi Reddy",
"shop no 1, Andheri - Ghatkopar Link Rd, TPS Colony, Ghatkopar West, Mumbai, Maharashtra 400086, India","Baby store","+91 73398 44697","400086","0","Maharashtra","payel mehta",
"Shop No 1, Andheri - Ghatkopar Link Rd, Pereira Wadi, Asalpha, Mumbai, Maharashtra 400072, India","Baby store",,,"0",,"Riya Reddy",
"Shop No 2, Bilal Masjid, Andheri - Ghatkopar Link Rd, Nair Wadi, Saki Naka, Mumbai, Maharashtra 400072, India","Baby store","+91 81081 40257","400072","0","Maharashtra","Link Cycles Shop Md Israr Malik",
"Plot N43, Road No. 3, Govandi Slums, Govandi West, Baiganwadi, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 90825 15345","400043","0","Maharashtra","Mohammad zaim",
"Aryan General Store, Ashok Nagar, Saki Naka, Mumbai, Maharashtra 400070, India","Baby store","+91 82912 25558","400070","2","Maharashtra","Sangeetadevi Bholanath Chaurasia",
"84, 670, Off, New Link Rd, Motilal Nagar III, Goregaon West, Mumbai, Maharashtra 400104, India","Toy store","+91 72082 04541","400104","62","Maharashtra","Anas Souq","https://www.anassouq.com/"
"Gate No 26, Chhatrapati Shivaji Maharaj International Airport Mumbai, Terminal 1 Departure, Near, Domestic Arpt Rd, Mumbai, Maharashtra 400099, India","Toy store","+91 81697 55064","400099","418","Maharashtra","Hamleys- The finest toy shop in the world","https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-mumbai-t1c-d-airport-toy-shop-chatrapati-shivaji-demostic-airport-mumbai-299135/Home"
"Akbar lala Compound, Nari Seva Sadan Rd, Azad Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India","Baby clothing store",,"400086","0","Maharashtra","Kidsplus Newborn Baby Booties",
"h line/house, Shop No 17 Q, Road No.5, Govandi Slums, Baiganwadi, Mumbai, Maharashtra 400043, India","Baby store","+91 76330 60514","400043","0","Maharashtra","Jahid Husain Shaikh Store",
"Aashirwad Agency, Gala No 9/10 Sidhapura Industrial Estate, Kurla West, Mumbai, Maharashtra 400070, India","Medical equipment supplier","+91 22 2650 0320","400070","8","Maharashtra","Aashirwad Agency",
"Unit No TF302, Infiniti Mall, New Link Rd, Malad, Mindspace, Malad West, Mumbai, Maharashtra 400064, India","Toy store","+91 88798 84218","400064","3993","Maharashtra","Hamleys- The finest toy shop in the world","https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-infiniti-malad-toy-shop-malad-west-mumbai-299153/Home"
"Shop No G -1 Plot No 14 Laxmi Niwas Jawahar Nagar S.V ROAD Goregaon, West, Goregaon West, Mumbai, Maharashtra 400104, India","Toy store","+91 98201 57491","400104","541","Maharashtra","Riddhi Toy",
"Road No. 8, Govandi Slums, Nirankar Nagar, Govandi, Mumbai, Maharashtra 400043, India","Baby store","+91 97127 70613","400043","0","Maharashtra","KARAN GANESH SHINDE",
"Room No 21, Block C Line, Shop No 84 H, Rafiq Nagar, Govandi East, Mumbai, Maharashtra 400043, India","Baby store","+91 96536 76443","400043","0","Maharashtra","Rukhsar Shaikh Store",
"Nand Dham Industrial Estate, F-31, Marol Maroshi Rd, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059, India","E-commerce service","+91 91410 00010","400059","123","Maharashtra","Dadi International","http://www.dadi.international/"
"3WW6+8C5 Gavdevi, Sainath Nagar, Indira Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India","Baby store","+91 99207 11716",,"0",,"Afsara Harcatting Saylun",
"Lotus House, near Lathia Rubber Factory, off Andheri Kurla Rd, Sakinaka, Andheri East, Mumbai, Maharashtra 400072, India","E-commerce service","+91 96644 22164","400072","142","Maharashtra","iBhejo","https://www.ibhejo.com/"
"Shop No 12, Tagore Nagar, Vikhroli East, Mumbai, Maharashtra 400083, India","Baby store",,,"0",,"Badri Thakur",
"Shop No. 11, form Road, near by Police Chowki, opp. 27No. Building, Sangharsh Nagar, Chandivali, Andheri East, Mumbai, Maharashtra 400072, India","Baby store","+91 82914 98264","400072","0","Maharashtra","hardik shubhechaya daiper house",
"2nd floor, Oberoi Mall, No S/13, Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India","Toy store","+91 88799 75172","400063","1609","Maharashtra","Hamleys- The finest toy shop in the world","https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-oberoi-hamleys-toy-shop-goregoan-east-mumbai-299161/Home"
"Kamla Spaces, Swami Vivekananda Rd, Santacruz, Mumbai, Hasmukh Nagar, W, Mumbai, Maharashtra 400054, India","Toy store",,"400054","25","Maharashtra","Toys4all","http://toys4all.in/"
"Shop No:25, Kamdhar Shopping Center, Monghibai Rd, Park Rd, Vile Parle (East), Mumbai, Maharashtra 400057, India","Baby store","+91 99307 21235","400057","0","Maharashtra","Scooby Baby",
"shop no 1, Nandadeep society, Mahatma Gandhi Rd, opp. Jain Mandir, Tilak Nagar, Goregaon West, Mumbai, Maharashtra 400104, India","Traditional Kostume store","+91 88984 29002","400104","21","Maharashtra","KCC Traditional","https://chat.whatsapp.com/Dkp8Qr1ZJc9L0qVsIpqN3P"
"Shop 4 Jay, Chhatrapati Shivaji Maharaj Int'l Airport Rd, Santoshi Mata Nagar, Sahar Village, Andheri East, Mumbai, Maharashtra 400099, India","Baby store","+91 97022 55839","400099","0","Maharashtra","Rohit Pan Shop",
"Shop No 1gg, Andheri - Ghatkopar Link Rd, TPS Colony, Ghatkopar West, Mumbai, Maharashtra 400086, India","Baby store","+91 87583 57164","400086","0","Maharashtra","Anuj Kumar",
"Aboli Signel, 115, Swami Vivekananda Rd, Amboli, Andheri West, Mumbai, Maharashtra 400058, India","Baby store","+91 73075 18127","400058","6","Maharashtra","SHARUKH KHAN",
"Unnat Nagar, 19/160, Mahatma Gandhi Rd, near Jain Hospital, Motilal Nagar III, Goregaon West, Mumbai, Maharashtra 400104, India","Baby store",,"400104","12","Maharashtra","Baby Shower Favor India","https://www.facebook.com/BabyStepsMumbai"
"N3 Plot N28 Road N3, Plot N28, Jeejabai Bhosale Marg, Govandi Slums, Govandi West, Phase 1, Govandi East, Mumbai, Maharashtra 400043, India","Baby store","+91 93216 78717","400043","0","Maharashtra","Shahid Store",
"Room No 68, H Block, Sai Baba Mandir, Shop No 6, Govandi Slums, Rafiq Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 90289 65664","400043","0","Maharashtra","Shaukat Store",
"Shop No 01, CGS Colony, Ghatkopar West, Mumbai, Maharashtra 400086, India","Baby store","+91 73839 39358","400086","0","Maharashtra","Seljio",
"Shop No 1, Andheri - Ghatkopar Link Rd, TPS Colony, Ghatkopar West, Mumbai, Maharashtra 400086, India","Baby store","+91 89558 14311","400086","0","Maharashtra","Kavita",
"Shop No 1, Andheri - Ghatkopar Link Rd, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India","Baby store",,,"0",,"Priya Rav",
"G-47, G-47A, UG 72 and 73 and 74, Lal Bahadur Shastri Marg, Kamani, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Clothing store","+91 92209 02384","400070","166","Maharashtra","UNIQLO Phoenix Marketcity Kurla Mumbai","https://www.uniqlo.com/in/en/"
"Plot No 13, Rd Number 9, near Bmc School, Govandi Slums, Nirankar Nagar, Govandi, Mumbai, Maharashtra 400043, India","Baby store","+91 70395 71290","400043","0","Maharashtra","YUVRAJ ANANDRAJ NAIDU",
"3W99+4PX Search Kar Do, Govandi Slums, Baiganwadi, Govandi East, Mumbai, Maharashtra 400043, India","Baby store",,,"0",,"Tanya Reddy",
"N3, Plot N45, East Road, Govandi Slums, Rafiq Nagar, A Line, Mumbai, Maharashtra 400043, India","Baby store","+91 88550 51433","400043","0","Maharashtra","Munna",
"Saibaba Nagar, Pant Nagar, Ghatkopar, Mumbai, Maharashtra 400077, India","Baby store","+91 6355 924 382","400077","0","Maharashtra","Priya Singh",
"No H Plot, Shop No 1 Line, 27, Road No. 3, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 86899 08242","400043","0","Maharashtra","Azizul Shaikh",
"second floor, Infinity Mall, Unit No 262 & 263, New Link Rd, nearby Lotus Petrol Pump, Andheri West, Mumbai, Maharashtra 400053, India","Clothing store","+91 70398 51001","400053","0","Maharashtra","Pantaloons (Infinity Mall, Andheri, Mumbai)","https://stores.pantaloons.com/pantaloons/stores-in-mumbai/stores-in-andheri-west/pantaloons-in-andheri-west-mumbai--887a9800-1a20-46b9-bb5d-da23051ee1a3/home"
"Ground Floor, Inorbit Mall, New Link Rd, Malad, Malad West, Mumbai, Maharashtra 400104, India","Clothing store","+91 93190 94409","400104","0","Maharashtra","UNIQLO Inorbit Mall Malad","https://www.uniqlo.com/in/en/"
"Shop No 103, Infinity Mall, Nearby Samsung SmartCafe, New Link Rd, Malad West, Mumbai, Maharashtra 400064, India","Clothing store","+91 82917 20161","400064","0","Maharashtra","Pantaloons (Infiniti Mall, Malad, Mumbai)","https://stores.pantaloons.com/pantaloons/stores-in-mumbai/stores-in-malad-west/pantaloons-in-malad-west-mumbai--c1263cba-f6ef-469d-af93-50d0c9a6c635/home"
"Swatantrya Veer Savarkar, Saki Naka, Mumbai, Maharashtra 400084, India","Cell phone store",,,"1","Maharashtra","BABY'S MOBILE WORLD",
"Sindhi Camp, Nehru Nagar, Kurla, Mumbai, Maharashtra 400024, India","Baby store","+91 91674 64880","400024","0","Maharashtra","Armik Store",
"Room No 24, Babe Rahmat Msajid, S Bloc G Line, Shop N012, Rafiq Nagar, Govandi East, Mumbai, Maharashtra 400043, India","Baby store","+91 93368 46039","400043","0","Maharashtra","Mahafooj Store",
"Shop No 65, Gate No. 05, Plot No. 13, Malad, Old Collector Compound, Malvani, Malad West, Mumbai, Maharashtra 400095, India","Wholesaler","+91 87670 60607","400095","66","Maharashtra","M S Diaper House","https://msdiaperhouse.in/"
"Santacruz, Kolivery Village, Santacruz East, Mumbai, Maharashtra 400029, India","Baby store","+91 88797 49747","400029","0","Maharashtra","S.A Vegetable And Supplies",
"Gala No 3, Jignesh Diamond House, Subhash Ln, Pethe Nagar, Primal Nagar,, Malad East, Mumbai, Maharashtra 400097, India","Baby store","+91 98190 37457","400097","3","Maharashtra","Dhrupti Creation",
"Shop no 1, Road No. 3, near vidyadeep vidhyalay, municipal colony, Vikhroli Park Site, Varsha Nagar, Vikhroli West, Mumbai, Maharashtra 400079, India","Baby store","+91 73033 15040","400079","2","Maharashtra","FAMOUS HEENA DIAPER HOUSE",
"Shop no, shrinath sopping centre, 26, D.J.road, khoka market, Kamala Nagar, Vile Parle West, Mumbai, Maharashtra 400056, India","Baby store","+91 22 2615 3610","400056","1","Maharashtra","Sweet Baby",
"Unit No SF201A, 1st Floor, Infiniti Mall, New Link Rd, Phase D, Shastri Nagar, West, Mumbai, Maharashtra 400102, India","Shopping mall","+91 22 4972 4170","400102","2795","Maharashtra","Max","https://stores.maxfashion.in/max-infiniti-mall-malad-shopping-centre-malad-west-mumbai-105535/Home?utm_source=locator&utm_medium=googleplaces"
"G-21,22,23, Oberoi Mall, Oberoi Garden City, Western Urban Rd, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India","Clothing store","+91 96673 75214","400063","100","Maharashtra","UNIQLO Oberoi Mall Goregaon","https://www.uniqlo.com/in/en/"
